,key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,Attendance,total_goals_in_match,match_for_host,used_capacity_ratio,attendance_categories,relative_attendance_categories,year_tournament,short_stage_name
212,213,WC-1970,1970 FIFA World Cup,M-1970-13,Mexico v El Salvador,group stage,Group 1,1,0,0,0,1970-06-07,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-44,Mexico,MEX,T-26,El Salvador,SLV,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,115000,103058.0,4,1,90,too many,almost full,1970,group stage
213,214,WC-1970,1970 FIFA World Cup,M-1970-14,Sweden v Israel,group stage,Group 2,1,0,0,0,1970-06-07,12:00,S-106,La Bombonera,Toluca,Mexico,T-72,Sweden,SWE,T-38,Israel,ISR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,33000,9624.0,2,0,29,too few,half,1970,group stage
214,215,WC-1970,1970 FIFA World Cup,M-1970-15,Brazil v England,group stage,Group 3,1,0,0,0,1970-06-07,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-27,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,66843.0,1,0,94,many,almost full,1970,group stage
215,216,WC-1970,1970 FIFA World Cup,M-1970-16,West Germany v Bulgaria,group stage,Group 4,1,0,0,0,1970-06-07,12:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-10,Bulgaria,BGR,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,31000,12710.0,7,0,41,few,half,1970,group stage
216,217,WC-1970,1970 FIFA World Cup,M-1970-17,Soviet Union v El Salvador,group stage,Group 1,1,0,0,0,1970-06-10,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-26,El Salvador,SLV,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,115000,89979.0,2,0,78,too many,almost full,1970,group stage
217,218,WC-1970,1970 FIFA World Cup,M-1970-18,Sweden v Uruguay,group stage,Group 2,1,0,0,0,1970-06-10,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-72,Sweden,SWE,T-81,Uruguay,URY,1-0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,46000,18163.0,1,0,39,few,half,1970,group stage
218,219,WC-1970,1970 FIFA World Cup,M-1970-19,Brazil v Romania,group stage,Group 3,1,0,0,0,1970-06-10,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-59,Romania,ROU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,50804.0,5,0,72,many,three quarter,1970,group stage
219,220,WC-1970,1970 FIFA World Cup,M-1970-20,West Germany v Peru,group stage,Group 4,1,0,0,0,1970-06-10,16:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-54,Peru,PER,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,31000,17875.0,4,0,58,few,three quarter,1970,group stage
220,221,WC-1970,1970 FIFA World Cup,M-1970-21,Mexico v Belgium,group stage,Group 1,1,0,0,0,1970-06-11,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-44,Mexico,MEX,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,115000,108192.0,1,1,94,too many,almost full,1970,group stage
221,222,WC-1970,1970 FIFA World Cup,M-1970-22,Italy v Israel,group stage,Group 2,1,0,0,0,1970-06-11,16:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-38,Israel,ISR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,33000,9890.0,0,0,30,too few,half,1970,group stage
222,223,WC-1970,1970 FIFA World Cup,M-1970-23,England v Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-11,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,England,ENG,T-20,Czechoslovakia,CSK,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,49292.0,1,0,69,meduim,three quarter,1970,group stage
223,224,WC-1970,1970 FIFA World Cup,M-1970-24,Bulgaria v Morocco,group stage,Group 4,1,0,0,0,1970-06-11,16:00,S-098,Estadio Nou Camp,León,Mexico,T-10,Bulgaria,BGR,T-45,Morocco,MAR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,31000,12299.0,2,0,40,few,half,1970,group stage
224,225,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-54,Peru,PER,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,71000,54233.0,6,0,76,many,almost full,1970,knockout stage
225,226,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,33000,26851.0,5,1,81,meduim,almost full,1970,knockout stage
226,227,WC-1970,1970 FIFA World Cup,M-1970-27,Soviet Union v Uruguay,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-81,Uruguay,URY,0–1,0,1,-1,1,1,0,0-0,0,0,away team win,0,1,0,115000,23357.0,1,0,20,few,quarter,1970,knockout stage
227,228,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-27,England,ENG,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,31000,23357.0,5,0,75,few,three quarter,1970,knockout stage
228,229,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,semi-finals,not applicable,0,1,0,0,1970-06-17,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-81,Uruguay,URY,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,71000,51261.0,4,0,72,many,three quarter,1970,knockout stage
229,230,WC-1970,1970 FIFA World Cup,M-1970-30,Italy v West Germany,semi-finals,not applicable,0,1,0,0,1970-06-17,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-39,Italy,ITA,T-83,West Germany,DEU,4–3,4,3,1,-1,1,0,0-0,0,0,home team win,1,0,0,115000,102444.0,7,0,89,too many,almost full,1970,knockout stage
230,231,WC-1970,1970 FIFA World Cup,M-1970-31,West Germany v Uruguay,third-place match,not applicable,0,1,0,0,1970-06-20,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-83,West Germany,DEU,T-81,Uruguay,URY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,115000,104403.0,1,0,91,too many,almost full,1970,knockout stage
231,232,WC-1970,1970 FIFA World Cup,M-1970-32,Brazil v Italy,final,not applicable,0,1,0,0,1970-06-21,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-09,Brazil,BRA,T-39,Italy,ITA,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,115000,107412.0,5,0,93,too many,almost full,1970,knockout stage
232,233,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-13,17:00,S-057,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,62000,62000.0,0,0,100,many,almost full,1974,group stage
233,234,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,group stage,Group 1,1,0,0,0,1974-06-14,16:00,S-053,Olympiastadion,Berlin,Germany,T-83,West Germany,DEU,T-13,Chile,CHL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,86000,81100.0,1,0,94,too many,almost full,1974,group stage
234,235,WC-1974,1974 FIFA World Cup,M-1974-03,East Germany v Australia,group stage,Group 1,1,0,0,0,1974-06-14,19:30,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-04,Australia,AUS,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,61000,17000.0,2,0,28,few,half,1974,group stage
235,236,WC-1974,1974 FIFA World Cup,M-1974-04,Zaire v Scotland,group stage,Group 2,1,0,0,0,1974-06-14,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-85,Zaire,COD,T-62,Scotland,SCO,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,65000,27000.0,2,0,42,meduim,half,1974,group stage
236,237,WC-1974,1974 FIFA World Cup,M-1974-05,Sweden v Bulgaria,group stage,Group 3,1,0,0,0,1974-06-15,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-10,Bulgaria,BGR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,70000,23800.0,0,0,34,few,half,1974,group stage
237,238,WC-1974,1974 FIFA World Cup,M-1974-06,Uruguay v Netherlands,group stage,Group 3,1,0,0,0,1974-06-15,16:00,S-061,Niedersachsenstadion,Hanover,Germany,T-81,Uruguay,URY,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,60000,55100.0,2,0,92,many,almost full,1974,group stage
238,239,WC-1974,1974 FIFA World Cup,M-1974-07,Italy v Haiti,group stage,Group 4,1,0,0,0,1974-06-15,18:00,S-065,Olympiastadion,Munich,Germany,T-39,Italy,ITA,T-32,Haiti,HTI,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,78000,53000.0,4,0,68,many,three quarter,1974,group stage
239,240,WC-1974,1974 FIFA World Cup,M-1974-08,Poland v Argentina,group stage,Group 4,1,0,0,0,1974-06-15,18:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-03,Argentina,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,72000,32700.0,5,0,45,meduim,half,1974,group stage
240,241,WC-1974,1974 FIFA World Cup,M-1974-09,Australia v West Germany,group stage,Group 1,1,0,0,0,1974-06-18,16:00,S-060,Volksparkstadion,Hamburg,Germany,T-04,Australia,AUS,T-83,West Germany,DEU,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,61000,53300.0,3,0,87,many,almost full,1974,group stage
241,242,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,group stage,Group 1,1,0,0,0,1974-06-18,19:00,S-053,Olympiastadion,Berlin,Germany,T-13,Chile,CHL,T-23,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,86000,28300.0,2,0,33,meduim,half,1974,group stage
242,243,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,group stage,Group 2,1,0,0,0,1974-06-18,19:30,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,62000,62000.0,0,0,100,many,almost full,1974,group stage
243,244,WC-1974,1974 FIFA World Cup,M-1974-12,Yugoslavia v Zaire,group stage,Group 2,1,0,0,0,1974-06-18,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-84,Yugoslavia,YUG,T-85,Zaire,COD,9–0,9,0,9,-9,0,0,0-0,0,0,home team win,1,0,0,72000,31700.0,9,0,44,meduim,half,1974,group stage
244,245,WC-1974,1974 FIFA World Cup,M-1974-13,Bulgaria v Uruguay,group stage,Group 3,1,0,0,0,1974-06-19,19:30,S-061,Niedersachsenstadion,Hanover,Germany,T-10,Bulgaria,BGR,T-81,Uruguay,URY,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,60000,13400.0,2,0,22,few,quarter,1974,group stage
245,246,WC-1974,1974 FIFA World Cup,M-1974-14,Netherlands v Sweden,group stage,Group 3,1,0,0,0,1974-06-19,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-72,Sweden,SWE,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,65000,53700.0,0,0,83,many,almost full,1974,group stage
246,247,WC-1974,1974 FIFA World Cup,M-1974-15,Argentina v Italy,group stage,Group 4,1,0,0,0,1974-06-19,19:30,S-067,Neckarstadion,Stuttgart,Germany,T-03,Argentina,ARG,T-39,Italy,ITA,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,72000,70100.0,2,0,97,many,almost full,1974,group stage
247,248,WC-1974,1974 FIFA World Cup,M-1974-16,Haiti v Poland,group stage,Group 4,1,0,0,0,1974-06-19,19:30,S-065,Olympiastadion,Munich,Germany,T-32,Haiti,HTI,T-55,Poland,POL,0–7,0,7,-7,7,0,0,0-0,0,0,away team win,0,1,0,78000,25300.0,7,0,32,meduim,half,1974,group stage
248,249,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,group stage,Group 1,1,0,0,0,1974-06-22,16:00,S-053,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,86000,17400.0,0,0,20,few,quarter,1974,group stage
249,250,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-84,Yugoslavia,YUG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,62000,56000.0,2,0,90,many,almost full,1974,group stage
250,251,WC-1974,1974 FIFA World Cup,M-1974-19,Zaire v Brazil,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-85,Zaire,COD,T-09,Brazil,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,72000,36200.0,3,0,50,meduim,half,1974,group stage
251,252,WC-1974,1974 FIFA World Cup,M-1974-20,East Germany v West Germany,group stage,Group 1,1,0,0,0,1974-06-22,19:30,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-83,West Germany,DEU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,61000,60200.0,1,0,99,many,almost full,1974,group stage
252,253,WC-1974,1974 FIFA World Cup,M-1974-21,Bulgaria v Netherlands,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-055,Westfalenstadion,Dortmund,Germany,T-10,Bulgaria,BGR,T-46,Netherlands,NLD,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0,65000,53300.0,5,0,82,many,almost full,1974,group stage
253,254,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-81,Uruguay,URY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,70000,28300.0,3,0,40,meduim,half,1974,group stage
254,255,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-065,Olympiastadion,Munich,Germany,T-03,Argentina,ARG,T-32,Haiti,HTI,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,78000,25900.0,5,0,33,meduim,half,1974,group stage
255,256,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-39,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,72000,70100.0,3,0,97,many,almost full,1974,group stage
256,257,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,second group stage,Group B,1,0,0,0,1974-06-26,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-84,Yugoslavia,YUG,T-83,West Germany,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,70000,67385.0,2,0,96,many,almost full,1974,group stage
257,258,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-061,Niedersachsenstadion,Hanover,Germany,T-09,Brazil,BRA,T-23,East Germany,DDR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,60000,59863.0,1,0,100,many,almost full,1974,group stage
258,259,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-46,Netherlands,NLD,T-03,Argentina,ARG,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,72000,56548.0,4,0,79,many,almost full,1974,group stage
259,260,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,second group stage,Group B,1,0,0,0,1974-06-26,19:30,S-067,Neckarstadion,Stuttgart,Germany,T-72,Sweden,SWE,T-55,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,72000,44955.0,1,0,62,meduim,three quarter,1974,group stage
260,261,WC-1974,1974 FIFA World Cup,M-1974-29,Argentina v Brazil,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-061,Niedersachsenstadion,Hanover,Germany,T-03,Argentina,ARG,T-09,Brazil,BRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,60000,39400.0,3,0,66,meduim,three quarter,1974,group stage
261,262,WC-1974,1974 FIFA World Cup,M-1974-30,East Germany v Netherlands,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-23,East Germany,DDR,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,72000,68348.0,2,0,95,many,almost full,1974,group stage
262,263,WC-1974,1974 FIFA World Cup,M-1974-31,Poland v Yugoslavia,second group stage,Group B,1,0,0,0,1974-06-30,16:00,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,62000,58000.0,3,0,94,many,almost full,1974,group stage
263,264,WC-1974,1974 FIFA World Cup,M-1974-32,West Germany v Sweden,second group stage,Group B,1,0,0,0,1974-06-30,19:30,S-056,Rheinstadion,Düsseldorf,Germany,T-83,West Germany,DEU,T-72,Sweden,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,70000,67800.0,6,0,97,many,almost full,1974,group stage
264,265,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,second group stage,Group B,1,0,0,0,1974-07-03,16:30,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-83,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,62000,62000.0,1,0,100,many,almost full,1974,group stage
265,266,WC-1974,1974 FIFA World Cup,M-1974-34,Argentina v East Germany,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-03,Argentina,ARG,T-23,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,72000,54254.0,2,0,75,many,three quarter,1974,group stage
266,267,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-09,Brazil,BRA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,65000,53700.0,2,0,83,many,almost full,1974,group stage
267,268,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,second group stage,Group B,1,0,0,0,1974-07-03,19:30,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,70000,41300.0,3,0,59,meduim,three quarter,1974,group stage
268,269,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,third-place match,not applicable,0,1,0,0,1974-07-06,16:00,S-065,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-55,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,78000,77100.0,1,0,99,too many,almost full,1974,knockout stage
269,270,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,final,not applicable,0,1,0,0,1974-07-07,16:00,S-065,Olympiastadion,Munich,Germany,T-46,Netherlands,NLD,T-83,West Germany,DEU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,78000,78200.0,3,0,100,too many,almost full,1974,knockout stage
270,271,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,group stage,Group 2,1,0,0,0,1978-06-01,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-83,West Germany,DEU,T-55,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,75000,67579.0,0,0,90,many,almost full,1978,group stage
271,272,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,group stage,Group 1,1,0,0,0,1978-06-02,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-28,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,44000,42373.0,3,0,96,meduim,almost full,1978,group stage
272,273,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,group stage,Group 2,1,0,0,0,1978-06-02,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-76,Tunisia,TUN,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,46000,17396.0,4,0,38,few,half,1978,group stage
273,274,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,group stage,Group 1,1,0,0,0,1978-06-02,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-34,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,71615.0,3,1,95,many,almost full,1978,group stage
274,275,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-71,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,49000,40841.0,3,0,83,meduim,almost full,1978,group stage
275,276,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-72,Sweden,SWE,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,44000,33431.0,2,0,76,meduim,almost full,1978,group stage
276,277,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-36,Iran,IRN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,35000,33431.0,3,0,96,meduim,almost full,1978,group stage
277,278,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,Peru,PER,T-62,Scotland,SCO,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,47000,37927.0,4,0,81,meduim,almost full,1978,group stage
278,279,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,group stage,Group 1,1,0,0,0,1978-06-06,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-34,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,44000,26533.0,4,0,60,meduim,three quarter,1978,group stage
279,280,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-76,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,46000,9624.0,1,0,21,too few,quarter,1978,group stage
280,281,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,West Germany,DEU,T-44,Mexico,MEX,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,47000,35258.0,6,0,75,meduim,three quarter,1978,group stage
281,282,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,group stage,Group 1,1,0,0,0,1978-06-06,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-28,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,71666.0,3,1,96,many,almost full,1978,group stage
282,283,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-72,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,49000,41424.0,1,0,85,meduim,almost full,1978,group stage
283,284,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-71,Spain,ESP,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,44000,34771.0,0,0,79,meduim,almost full,1978,group stage
284,285,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-54,Peru,PER,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,35000,28125.0,0,0,80,meduim,almost full,1978,group stage
285,286,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-62,Scotland,SCO,T-36,Iran,IRN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,47000,7938.0,2,0,17,too few,quarter,1978,group stage
286,287,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,group stage,Group 1,1,0,0,0,1978-06-10,14:30,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-28,France,FRA,T-34,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,44000,23127.0,4,0,53,few,three quarter,1978,group stage
287,288,WC-1978,1978 FIFA World Cup,M-1978-18,Poland v Mexico,group stage,Group 2,1,0,0,0,1978-06-10,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,46000,22651.0,4,0,49,few,half,1978,group stage
